C0_baseline,C1_BP,C2_MF,C3_CC,C4_BP_MF,C5_BP_CC,C6_MF_CC,C7_full
0.23984349529539442,0.33040167612422944,0.26504207495301857,0.2764265894261668,0.27977468593318244,0.28512992121765857,0.26441931160094234,0.2733382232533018
0.32836708202713677,0.31656745769183714,0.3007799956957127,0.3067413917594184,0.31694453219559837,0.32373304143418813,0.31951787580377283,0.3260730107545784
0.20224168052746366,0.20972010238110167,0.21019180954638508,0.2140679219927174,0.22333074262819413,0.21872214023326897,0.22458456493584078,0.21530517793402243
0.16614498274475303,0.17026083658069122,0.1760241900865709,0.17330635365789532,0.1817054305069102,0.1728893730770426,0.16652730601140756,0.1726868246303599
0.23391076072849257,0.2236791554666282,0.21324157552843817,0.21687784745140076,0.220728744737701,0.22950908373180434,0.23984719712807148,0.22714748834048415
